dataset_id,tissue,assay,susp,disease,n_ctrl,n_case,cells
763d1d88-b38d-4ab0-b00f-72df816b4b08,colon,10x 5' v1,cell,inflammatory bowel disease,8,5,2558
40a0ade8-6067-4e22-9224-4d3c5e9bfc0d,colon,10x 5' v1,cell,inflammatory bowel disease,6,5,1260
9c235282-2b6f-4f74-8f16-7d3ac1b51371,colon,10x 5' v1,cell,inflammatory bowel disease,6,5,1260
ef7bb7f0-234d-459f-b613-b37cc7a4c70f,colon,10x 5' v1,cell,inflammatory bowel disease,7,5,501
ebc2e1ff-c8f9-466a-acf4-9d291afaf8b3,blood,10x 5' v1,cell,influenza,10,12,111438
de2c780c-1747-40bd-9ccf-9588ec186cee,blood,10x 3' v3,cell,influenza,4,5,28109
a19d1667-a7b5-4556-9e5f-f9bfa690c0f1,skin of body,10x 3' v3,cell,injury,39,3,31817
acd544d0-4d8b-46c7-98b3-fc48f7e6fdb7,musculature,10x 3' v3,nucleus,injury,3,3,12808
9f222629-9e39-47d0-b83f-e08d610c7479,lung,10x 3' v2,cell,interstitial lung disease,74,9,418919
f14bc322-1322-4184-8d16-409557525ea5,lung,10x 5' v2,cell,interstitial lung disease,42,51,343215
84cfa5aa-a0d1-415e-ac47-eb66c9cf8170,liver,10x 3' v3,cell,intestinal failure–associated liver disease,6,3,40797
a199ca73-035d-44e2-9893-4c493151db21,blood,10x 3' v3,cell,juvenile dermatomyositis,5,15,105827
a19d1667-a7b5-4556-9e5f-f9bfa690c0f1,skin of body,10x 3' v3,cell,keloid,39,4,27104
3966ba97-beb8-4d0b-9954-d3775cd2cd61,placenta,10x 3' v3,cell,listeriosis,20,6,102922
a19d1667-a7b5-4556-9e5f-f9bfa690c0f1,skin of body,10x 3' v2,cell,localized scleroderma,66,6,53883
1e6a6ef9-7ec9-4c90-bbfb-2ad3c3165fd1,lung,10x 3' v2,cell,lung adenocarcinoma,41,68,603615
9f222629-9e39-47d0-b83f-e08d610c7479,lung,10x 3' v2,cell,lung adenocarcinoma,74,11,417276
232f6a5a-a04c-4758-a6e8-88ab2e3a6e69,lung,10x 3' v2,cell,lung adenocarcinoma,41,65,409525
576f193c-75d0-4a11-bd25-8676587e6dc2,lung,10x 3' v2,cell,lung adenocarcinoma,4,13,48486
f64e1be1-de15-4d27-8da4-82225cd4c035,lung,10x 3' v2,cell,lung adenocarcinoma,4,13,38972
486486d4-9462-43e5-9249-eb43fa5a49a6,lung,10x 3' v2,cell,lung adenocarcinoma,4,13,22847
1e6a6ef9-7ec9-4c90-bbfb-2ad3c3165fd1,lung,Smart-seq2,cell,lung adenocarcinoma,3,20,21772
232f6a5a-a04c-4758-a6e8-88ab2e3a6e69,lung,Smart-seq2,cell,lung adenocarcinoma,3,20,21772
e9175006-8978-4417-939f-819855eab80e,lung,10x 3' v2,cell,lung adenocarcinoma,4,13,7913
d224c8e0-c28e-4360-9e42-b3977cd83f9f,lung,10x 3' v2,cell,lung adenocarcinoma,3,13,5312
a6858c10-c52a-4a1d-bc12-a90dbd51ca66,lung,10x 3' v2,cell,lung adenocarcinoma,4,13,3186
d4cfefa0-3a35-44eb-b848-d7a725b481e7,lung,10x 3' v2,cell,lung adenocarcinoma,4,13,3186
b617ee1b-f8c8-4de9-b82b-e803ab93550d,lung,10x 3' v2,cell,lung cancer,8,5,109004
b617ee1b-f8c8-4de9-b82b-e803ab93550d,lung,inDrop,cell,lung cancer,6,7,46496
dc30c3ec-46d6-4cd8-8ec1-b544a3d0f503,brain,10x 3' v2,cell,multiple sclerosis,5,4,17799
d9f3a82c-24bb-4277-b715-8ec92a33dd32,blood,10x 3' v3,cell,myelodysplastic syndrome,90,19,404804
4a5b00e0-1ba3-4fd4-af89-d3512eb20720,blood,10x 3' v3,cell,myelodysplastic syndrome,48,26,376606
d9f3a82c-24bb-4277-b715-8ec92a33dd32,blood,10x 3' v3,cell,myelodysplastic/myeloproliferative disease,90,10,403498
4a5b00e0-1ba3-4fd4-af89-d3512eb20720,blood,10x 3' v3,cell,myelodysplastic/myeloproliferative disease,48,10,332006
1c739a3e-c3f5-49d5-98e0-73975e751201,heart,10x 3' v3,nucleus,myocardial infarction,4,16,191795
fe7aae33-6f7c-41a5-8d29-9996a9ddf1ab,heart,10x 3' v3,nucleus,myocarditis,12,24,162002
064fa88b-78dc-4edd-b9cd-bcc16964c81e,heart,10x 3' v3,nucleus,myocarditis,12,24,67908
de916989-3523-4eed-a8e6-6999540f27d4,heart,10x 3' v3,nucleus,myocarditis,12,24,49154
af33f944-ab2f-4b80-a17e-49c13e03b01d,heart,10x 3' v3,nucleus,myocarditis,12,24,17945
a49167b8-fe43-4b8f-ac37-d9c2af16f116,heart,10x 3' v3,nucleus,myocarditis,12,24,9060
02474d5c-7faa-4567-80f8-56abc0a1df62,heart,10x 3' v3,nucleus,myocarditis,12,24,3919
1e6a6ef9-7ec9-4c90-bbfb-2ad3c3165fd1,lung,10x 3' v2,cell,non-small cell lung carcinoma,41,7,208237
232f6a5a-a04c-4758-a6e8-88ab2e3a6e69,lung,10x 3' v2,cell,non-small cell lung carcinoma,41,7,208237
f14bc322-1322-4184-8d16-409557525ea5,lung,10x 5' v2,cell,non-specific interstitial pneumonia,42,4,116198
5af90777-6760-4003-9dba-8f945fec6fdf,kidney,10x 5' transcription profiling,cell,nonpapillary renal cell carcinoma,9,10,180289
867757c1-3b1a-49d9-a0cd-17767eb160cc,kidney,10x multiome,nucleus,obstructive nephropathy,7,5,46957
30c2a6fd-d547-460f-a5e7-44c62a2af7ad,blood,10x 5' v2,cell,open-angle glaucoma,3,5,207952
c893ddc3-f25b-45e2-8c9e-155918b4261c,brain,10x 3' v3,nucleus,opiate dependence,6,6,98848
b6b5ea88-e092-46e4-b9c5-e93b52d5c195,digestive system,10x 3' v3,cell,oropharynx squamous cell carcinoma,7,10,82844
9fcb0b73-c734-40a5-be9c-ace7eea401c9,mucosa,10x 3' v3,cell,periodontitis,5,9,52196
