source,target,ligand_complex,receptor_complex,lr_means,cellphone_pvals,expr_prod,scaled_weight,lr_logfc,spec_weight,lrscore,specificity_rank,magnitude_rank
Plasma,Macrophage,IL15RA,AXL,0.30703163,0.0,0.032572865,0.29410323910900826,0.3125115941524527,0.025981415,0.65011156,0.10210405108479012,1.0
Plasma,Macrophage,IL16,CCR5,0.20587263,0.0,0.04206035,0.372435086569257,0.16905241166861962,0.008472657,0.67859936,0.40101540503078353,1.0
Stromal_Fib,Stromal_Fib,INHBA,BAMBI,0.1765478,0.0,0.028611124,0.2780990676113752,0.42948473169673895,0.15965728,0.63522243,0.11623669651794208,1.0
Stromal_Fib,Stromal_Fib,INHBA,TGFBR3,0.20872137,0.0,0.036717005,0.14670867243900895,0.2567587892441574,0.049488205,0.66360694,0.3176512293570067,1.0
Stromal_Fib,Stromal_Fib,ITGAV,THY1,0.5047773,0.0,0.24516311,0.3550869747259749,0.6176649722005128,0.06573267,0.8359986,0.06247871300234352,1.0
Stromal_Fib,Stromal_Fib,ITGB3BP,ITGB5,0.23316392,0.0,0.05256107,0.15037669218588673,0.19385050680395488,0.021282269,0.7024052,0.3090091788421257,1.0
Stromal_Fib,Stromal_Fib,HSPG2,DAG1,0.21746707,1.0,0.042647872,-0.013031944813833744,-0.13833692841041093,0.012191648,0.6801102,1.0,1.0
Stromal_Fib,Stromal_Fib,GDF7,ACVR2A_BMPR1A,0.20500806,0.0,0.0218914,0.2390349789548008,0.3963681468793915,0.055199716,0.6036835,0.1569689970081723,1.0
Stromal_Fib,Stromal_Fib,GDF7,ACVR2B_BMPR1A,0.21129957,0.0,0.026256608,0.24650726623664626,0.40173429165098434,0.06659385,0.6252163,0.1485092645109388,1.0
Stromal_Fib,Stromal_Fib,GAS6,AXL,0.5105276,0.0,0.25423294,0.31001736779811834,0.45882637149343874,0.030008743,0.83847374,0.08988373938248896,1.0
Stromal_Fib,Stromal_Fib,IL15RA,AXL,0.26178083,0.0,0.040065344,0.23585666061075572,0.2803223700257659,0.03195772,0.6732773,0.1612715195810833,1.0
Stromal_Fib,Stromal_Fib,GDF11,BMPR1A,0.18738654,0.0,0.03415127,0.1943004881716034,0.1947890782296623,0.028311688,0.6554741,0.22116844249009854,1.0
Stromal_Fib,Stromal_Fib,GDF11,BMPR2,0.25706783,0.0,0.064589426,0.0870706914230514,0.052220982566891574,0.013928179,0.72348505,0.4761241935108845,1.0
CD4T,Stromal_Fib,TGFB1,ACVR1B_TGFBR2,0.3801553,0.0,0.04637392,0.18921085191236317,0.18672037398770955,0.00550781,0.6891521,0.9289341397508108,1.0
Stromal_Fib,Stromal_Fib,GPC3,IGF1R,0.22926368,0.0,0.048927598,0.22168760774524784,0.3054903145815818,0.096489064,0.6948644,0.18005946804395412,1.0
Stromal_Fib,Stromal_Fib,GDF7,BMPR1A_BMPR2,0.25163797,0.0,0.0542444,0.3143176489246088,0.4720411095662384,0.09549936,0.70568943,0.08671414356643649,1.0
Plasma,Macrophage,LTBP3,ITGB5,0.23830926,0.99,0.046154,-0.03185830442555676,-0.11469010814403291,0.009818729,0.68864274,1.0,1.0
Plasma,Macrophage,LILRB4,LAIR1,0.46039513,0.0,0.05212708,0.9072628832854667,0.6076451522243335,0.005664354,0.7015379,0.4974827698776975,1.0
Plasma,Macrophage,LRPAP1,LDLR,0.32421488,1.0,0.043125547,-0.3115039879975474,-0.5033510104756906,0.0033289765,0.6813206,1.0,1.0
Epithelial,Endothelial,ADAM15,ITGA9,0.26528537,0.0,0.07017796,0.5250499983503858,0.24756398981647942,0.055058375,0.7317082,0.06347766675457844,1.0
Plasma,Macrophage,ICAM4,ITGAM,0.31010035,0.0,0.022975923,0.8763229285346182,0.49012336565664494,0.046007045,0.6094529,0.05851709003452131,1.0
Plasma,Macrophage,IGF1,IGF2R,0.27078623,1.0,0.06831348,-0.10100666167352317,-0.615551201485411,0.007613359,0.72905695,1.0,1.0
Plasma,Macrophage,IGF1,INSR,0.18173794,1.0,0.03269544,-0.28158338187206644,-0.8478145115051652,0.006308313,0.6505386,1.0,1.0
Epithelial,Endothelial,ADAM10,TSPAN14,0.5187348,0.0,0.26334575,0.30413138477116164,0.22428745425259755,0.010502199,0.84084433,0.2431322644678697,1.0
Epithelial,Endothelial,ADAM10,TSPAN15,0.28061184,0.0,0.052382283,0.19225735730547647,0.07847659891513302,0.016782032,0.702049,0.2561997798068274,1.0
Epithelial,Endothelial,ADAM10,TSPAN17,0.26222724,0.0,0.036094546,0.08684807588170024,0.02271596161886845,0.007945199,0.66169584,0.47694046453185684,1.0
Epithelial,Endothelial,ADAM15,ITGAV,0.23872656,1.0,0.05533852,-0.021791297657317327,-0.09443596284311115,0.010914709,0.7077589,1.0,1.0
Plasma,Macrophage,GNAI2,ADCY7,0.4918457,1.0,0.23709506,0.1344227864564193,-0.15956398868938848,0.00549627,0.83369166,1.0,1.0
Epithelial,Endothelial,ADM2,RAMP3,0.43015736,0.0,0.04347518,1.2214503810244064,0.7842242799060307,0.44900724,0.68219656,0.020984655346666437,1.0
Plasma,Macrophage,GZMB,IGF2R,0.22471718,0.9,0.036840986,-0.023526499424957076,-0.43595386231030936,0.0014236572,0.66398317,1.0,1.0
Plasma,Macrophage,GNAI2,S1PR1,0.32490402,1.0,0.04970263,-0.30480706394784474,-0.4352726133107478,0.0023973668,0.696528,1.0,1.0
Plasma,Macrophage,GPI,AMFR,0.16057672,1.0,0.021834053,-0.12873132572200519,-0.14674940387595992,0.00302859,0.60336965,1.0,1.0
Epithelial,Endothelial,ANG,PLXNB2,0.21658516,1.0,0.046846896,-0.008270511698293834,-0.022884158612171857,0.015004955,0.690238,1.0,1.0
Epithelial,Endothelial,ANGPT2,ITGA5_ITGB1,0.3222875,0.0,0.03403367,0.4046897550780817,0.19979762905092335,0.009381956,0.65508455,0.31951203231271563,1.0
Epithelial,Endothelial,ANGPT2,TEK,0.25913748,0.0,0.026705325,0.7027101416794279,0.20609538503323677,0.025584716,0.62719953,0.09092004970153085,1.0
Epithelial,Endothelial,ANGPT2,TIE1,0.38073257,0.0,0.040816024,0.9261180671377223,0.4322242151216998,0.020749351,0.67531574,0.05851709003452131,1.0
Epithelial,Endothelial,APOE,LDLR,0.22955348,1.0,0.026029734,-0.0005982522459904716,-0.9577999582710388,0.0031962637,0.62419903,1.0,1.0
Stromal_Fib,Stromal_Fib,LAMA5,ITGAV_ITGB8,0.22707921,1.0,0.03663415,-0.05614976587454893,-0.10545145588977545,0.010747227,0.66335475,1.0,1.0
Stromal_Fib,Stromal_Fib,LAMA2,ITGA3_ITGB1,0.2390685,0.0,0.032693833,0.21368382853226092,0.3280497224072839,0.04833262,0.65053296,0.19091837193575048,1.0
Stromal_Fib,Stromal_Fib,LAMA2,ITGA6_ITGB1,0.26765656,0.0,0.055305,0.1246172213106519,0.04622705335486643,0.028978938,0.7076962,0.3697027451840084,1.0
Stromal_Fib,Stromal_Fib,LAMA4,DAG1,0.25283793,0.0,0.053211007,0.1839763810388545,0.26612888969508236,0.03585771,0.7036881,0.23986371770210888,1.0
Stromal_Fib,Stromal_Fib,LAMA4,ITGA3_ITGB1,0.21951397,0.0,0.029460615,0.10938312735025757,0.19116625845538998,0.021462882,0.63860554,0.41115077460455574,1.0
Stromal_Fib,Stromal_Fib,LAMB1,ITGA3_ITGB1,0.35825413,0.0,0.05240043,0.1976986486625822,0.4127693157690939,0.026440723,0.7020852,0.21522413226350925,1.0
Stromal_Fib,Stromal_Fib,LAMA4,ITGA6_ITGB1,0.24810204,1.0,0.04983568,0.02031652012864854,-0.09065641059702748,0.012868566,0.6968105,1.0,1.0
Stromal_Fib,Stromal_Fib,LAMA5,CD44,0.27593842,1.0,0.046883594,-0.21009868715175775,-0.4382629993643254,0.0023343812,0.6903217,1.0,1.0
Stromal_Fib,Stromal_Fib,HGF,CD44,0.27346548,1.0,0.044672843,-0.07128326116761402,-0.2800321002087959,0.0041026804,0.6851352,1.0,1.0
Stromal_Fib,Stromal_Fib,HGF,NRP1,0.25925186,0.0,0.04183178,0.08366994570855096,0.05014578182380901,0.012689741,0.6780048,0.48785544550713306,1.0
Stromal_Fib,Stromal_Fib,GPI,AMFR,0.1970667,1.0,0.038834147,-0.04568308219871724,-0.07221011796021609,0.005386664,0.6698352,1.0,1.0
Epithelial,Endothelial,AZGP1,ITGAV,0.16785696,0.02,0.02726231,0.2084095179265514,0.14163946436398175,0.07497618,0.6296096,0.9857136987220796,1.0
Epithelial,Endothelial,APOE,LRP5,0.21500717,1.0,0.024102084,0.11857173366455248,-1.0004319353855962,0.004373844,0.6151326,1.0,1.0
Epithelial,Endothelial,BMP1,BMPR2,0.47576302,0.0,0.046196338,0.45801848879578116,0.43241317788876776,0.01518967,0.688741,0.09127403422763525,1.0
Epithelial,Endothelial,BMP7,ACTR2,0.39861506,1.0,0.034149837,0.05182631067060375,-0.09176638782300915,0.016564758,0.65546936,1.0,1.0
Epithelial,Endothelial,ARF6,PLD1,0.2563251,1.0,0.03211751,-0.016182950492463596,-0.0992857875767928,0.0070206625,0.6485087,1.0,1.0
Plasma,Macrophage,DCN,TLR4,0.31352377,1.0,0.036156986,0.2670338440778365,-1.3222512170454461,0.0037426462,0.6618893,1.0,1.0
Plasma,Macrophage,ENTPD1,ADORA3,0.2694407,0.0,0.07031112,0.9616952158026266,0.26317947957014576,0.03725275,0.73189425,0.05851709003452131,1.0
Plasma,Macrophage,COL1A1,ITGA5,0.1513343,1.0,0.021478944,-0.33524698513132234,-1.8157584113516578,0.0018686288,0.60140586,1.0,1.0
Plasma,Macrophage,ENTPD1,TMIGD3,0.17470345,0.0,0.028320482,0.5691545970841242,0.09720543237433041,0.037973586,0.6340386,0.2238966907483442,1.0
Plasma,Macrophage,FADD,ABCA1,0.2912662,0.0,0.03115915,0.4050696164485976,0.3761056018519841,0.01414349,0.6450483,0.1122747126428525,1.0
Plasma,Macrophage,FAM3C,ADGRG5,0.26197138,0.0,0.030465318,0.2326557850187622,0.00318683421880811,0.008549003,0.6424662,0.4349745666304772,1.0
Plasma,Macrophage,COPA,P2RY6,0.24484272,0.07,0.05907875,0.5366156499130137,0.0484026513111355,0.012671703,0.7144764,1.0,1.0
Plasma,Macrophage,DCN,TLR2,0.307402,1.0,0.035370413,0.3176413261901109,-1.3243158971186417,0.004046666,0.6594238,1.0,1.0
Epithelial,Endothelial,CALM3,EGFR,0.287081,1.0,0.036591124,-0.26657953581748567,-0.32288349603567024,0.0041502346,0.6632235,1.0,1.0
Plasma,Macrophage,CALM3,INSR,0.25458595,1.0,0.056514267,-0.37257120672768496,-0.48184046232027317,0.0026664962,0.7099284,1.0,1.0
Plasma,Macrophage,CALM3,KCNQ1,0.24732867,1.0,0.05149674,0.026743905221975173,-0.16229567517793317,0.005897548,0.7002627,1.0,1.0
Epithelial,Endothelial,CDH1,CDH2,0.3025589,0.0,0.0512911,0.8574850175865316,0.466719783086593,0.20934796,0.6998426,0.05851709003452131,1.0
Epithelial,Endothelial,CDH1,EGFR,0.2880998,0.0,0.036739897,0.6642852453450285,0.2987383681866912,0.057213742,0.6636765,0.05851709003452131,1.0
Plasma,Macrophage,CD1D,LILRB2,0.35381263,0.0,0.045568015,0.7918552028566076,0.5461016904589318,0.018724618,0.68727124,0.05851709003452131,1.0
Plasma,Macrophage,CD24,SIGLEC10,0.23147008,0.98,0.043890443,0.47197352936010994,-0.3505037594464057,0.009038428,0.68322617,1.0,1.0
Plasma,Macrophage,CD99,PILRB,0.28076702,1.0,0.052095182,-0.52222112974544,-0.6337137805490737,0.0015926403,0.70147383,1.0,1.0
Plasma,Macrophage,CD48,CD244,0.26954994,0.0,0.024476841,0.12009310132679218,0.0067444194346743674,0.0035011186,0.6169573,1.0,1.0
CD4T,Stromal_Fib,LTBP3,ITGB5,0.24591656,1.0,0.059591386,-0.035421328577026026,0.02738079680593153,0.012677377,0.7153568,1.0,1.0
CD4T,Stromal_Fib,MFNG,NOTCH2,0.26113963,0.0,0.066889435,0.27524227878320656,0.17730867029622804,0.008141291,0.72697127,0.4408482043636773,1.0
Stromal_Fib,Stromal_Fib,LGALS9,CD47,0.23915957,1.0,0.048059728,-0.24163887620134125,-0.41341756611459085,0.0015928407,0.6929638,1.0,1.0
CD4T,Stromal_Fib,PSEN1,NOTCH2,0.16886367,1.0,0.025361162,-0.09023729418229043,-0.0636387233522728,0.0030197583,0.6211422,1.0,1.0
CD4T,Stromal_Fib,NAMPT,INSR,0.2686538,1.0,0.052650016,-0.1495306746077722,-0.31097868924307687,0.0038705023,0.7025819,1.0,1.0
CD4T,Stromal_Fib,NAMPT,ITGA5_ITGB1,0.15175438,1.0,0.022508098,-0.24995210837228557,-0.4734758471829032,0.0021202331,0.60700196,1.0,1.0
CD4T,Stromal_Fib,NUCB2,ERAP1,0.2968948,1.0,0.051581398,-0.1115966345485364,-0.10473950897767392,0.0030976406,0.7004351,1.0,1.0
CD4T,Stromal_Fib,PKM,CD44,0.5039768,1.0,0.25074506,-0.2810980766543172,-0.6233777883022397,0.0018339687,0.8375361,1.0,1.0
CD4T,Stromal_Fib,SEMA4D,ERBB2,0.2676311,0.0,0.042190276,0.25942339047731117,0.2170050998793988,0.013959292,0.67893565,0.13482310189922994,1.0
CD4T,Stromal_Fib,SEMA4D,PLXNB1,0.25313967,0.0,0.029460957,0.26755272258403845,0.23276277731320272,0.014195422,0.6386069,0.12639911042379295,1.0
CD4T,Stromal_Fib,PSEN1,CD44,0.27984726,1.0,0.050378013,-0.20014505009481942,-0.373048310605522,0.001592365,0.6979526,1.0,1.0
Stromal_Fib,Stromal_Fib,JAG1,CD46,0.29977465,1.0,0.04638788,-0.2190611555333169,-0.4046279930839268,0.0026015881,0.6891844,1.0,1.0
CD4T,Stromal_Fib,RTN4,RTN4R,0.2994433,1.0,0.03960674,-0.2113206737489672,-0.2573841897294773,0.014369831,0.6720099,1.0,1.0
Epithelial,Endothelial,CNTN3,PTPRG,0.24352719,0.0,0.030854397,0.6066530974549077,0.34921967308525914,0.22218756,0.6439223,0.05851709003452131,1.0
Epithelial,Endothelial,COL12A1,ITGA1_ITGB1,0.25977442,1.0,0.047921434,-0.0806775343914142,-0.27651934158371605,0.010598505,0.6926572,1.0,1.0
Epithelial,Endothelial,COL12A1,ITGA2_ITGB1,0.17183475,1.0,0.026831279,0.08134163024676147,-0.1171537728000738,0.035187915,0.6277495,1.0,1.0
Plasma,Macrophage,CD99,CD99L2,0.26133418,1.0,0.03482811,-0.4426944422153788,-0.5350252055330815,0.0031916415,0.6576867,1.0,1.0
Epithelial,Endothelial,COL1A1,ITGA2_ITGB1,0.19433028,1.0,0.03689833,-0.1138500512844779,-1.4924774413373316,0.009282985,0.6641566,1.0,1.0
Epithelial,Endothelial,COL1A1,ITGA3_ITGB1,0.17997044,1.0,0.032162353,-0.20555555643566203,-1.5458112027723037,0.004582946,0.6486677,1.0,1.0
Epithelial,Endothelial,COL1A1,ITGA9_ITGB1,0.20805243,1.0,0.041423995,0.10506747278593065,-1.4034419561164473,0.010725756,0.6769346,1.0,1.0
Plasma,Macrophage,APOE,SORL1,0.34565765,1.0,0.044459756,-0.022009765982529628,-0.9977122569793514,0.0014681651,0.68461925,1.0,1.0
Plasma,Macrophage,APOE,TREM2,0.34508407,1.0,0.04437744,0.8385262772587412,-0.6235581332460102,0.010784866,0.6844191,1.0,1.0
Epithelial,Endothelial,COL27A1,ITGA1_ITGB1,0.24029651,0.0,0.03235328,0.05218387896607151,-0.03329892156215944,0.019096335,0.6493418,0.5983510012936148,1.0
Epithelial,Endothelial,COL1A1,FLT4,0.17035206,1.0,0.028990138,0.21156918942937547,-1.4152933879233978,0.02232346,0.6367458,1.0,1.0
Plasma,Macrophage,ARPC5,LDLR,0.27219224,1.0,0.03529744,-0.4463297139175342,-0.5172663663396146,0.0015721603,0.65919185,1.0,1.0
Plasma,Macrophage,APP,LRP1,0.45363545,1.0,0.041102212,-0.2592251174986254,-0.5253115523854682,0.001504649,0.6760813,1.0,1.0
Plasma,Macrophage,ANXA2,TLR2,0.5077517,1.0,0.25597927,0.25828524942645165,-0.31863226220452345,0.011037777,0.83893675,1.0,1.0
Plasma,Macrophage,APOE,ABCA1,0.29735485,1.0,0.03752726,0.1815246947919128,-0.8675994986407739,0.0041191676,0.6660389,1.0,1.0
Stromal_Fib,Stromal_Fib,NAMPT,ITGA5_ITGB1,0.27051958,1.0,0.06397766,-0.07068087820621007,-0.2645235181252917,0.006026611,0.7225321,1.0,1.0
Stromal_Fib,Stromal_Fib,LAMC1,ITGA3_ITGB1,0.25355607,0.0,0.03508926,0.05617359568301448,0.11593119185726539,0.014076389,0.6585271,0.5823761729052042,1.0
Stromal_Fib,Stromal_Fib,LAMC3,DAG1,0.21087639,0.0,0.040679634,0.23650529640271514,0.3216873424994575,0.0729862,0.67494863,0.16036795553421182,1.0
Stromal_Fib,Stromal_Fib,LAMC3,ITGA3_ITGB1,0.17755243,0.0,0.022522539,0.16191204271411822,0.2467247112597651,0.043686397,0.60707843,0.283953959842423,1.0
Stromal_Fib,Stromal_Fib,LAMC3,ITGA6_ITGB1,0.20614049,1.0,0.038099207,0.07284543549250919,-0.035097957792652346,0.026193189,0.667719,1.0,1.0
Stromal_Fib,Stromal_Fib,LAMB2,ITGA3_ITGB1,0.26127452,0.0,0.036365457,0.056287373634742906,0.11175032610197064,0.014401234,0.66253227,0.5819019252319781,1.0
Stromal_Fib,Stromal_Fib,LGALS9,SLC1A5,0.19699314,1.0,0.03595215,-0.06034562929281921,-0.11567669049155696,0.0035209015,0.6612533,1.0,1.0
Stromal_Fib,Stromal_Fib,LIN7C,ABCA1,0.17896289,0.0,0.031115405,0.04423442609601983,0.043490832057009765,0.009093501,0.64488757,0.6312003295343148,1.0
Stromal_Fib,Stromal_Fib,LEFTY2,ACVR2B,0.17979671,0.0,0.021487923,0.1836941088499156,0.7435261450350759,0.10313334,0.601456,0.2403518862298935,1.0
Plasma,Macrophage,BSG,SLC16A1,0.24726117,1.0,0.036007617,-0.3736310959073764,-0.42272257610444786,0.0046285647,0.6614259,1.0,1.0
Plasma,Macrophage,BTLA,TNFRSF14,0.28276008,0.0,0.027677976,0.44154612162460677,0.24929640775864162,0.0065721297,0.6313723,0.5203034495785945,1.0
Plasma,Macrophage,ARPC5,ADRB2,0.27999616,1.0,0.042619817,-0.2471442029547804,-0.36288413827128696,0.0017504733,0.68003863,1.0,1.0
Plasma,Macrophage,ADAM10,IL6R,0.25719202,0.3,0.051841028,0.17404753343126167,-0.021663798765349268,0.0039546257,0.70096153,1.0,1.0
Plasma,Macrophage,ACTR2,ADRB2,0.27684498,1.0,0.04204728,-0.14512224377581562,-0.2565808833063675,0.0018608603,0.6785655,1.0,1.0
Plasma,Macrophage,ACTR2,LDLR,0.26904106,1.0,0.034823265,-0.34430775473856945,-0.4109631113746951,0.0016713026,0.65767103,1.0,1.0
Plasma,Macrophage,BMP8B,PLAUR,0.33779618,0.0,0.0391768,0.8623852654982604,0.4711419814952631,0.10100446,0.6708059,0.05851709003452131,1.0
Plasma,Macrophage,ADAM17,IL6R,0.23723646,0.0,0.03680242,0.26714574731901414,0.08877391495977152,0.0050997376,0.6638663,1.0,1.0
Plasma,Macrophage,ADAM17,RHBDF2,0.2159809,0.0,0.032650348,0.30215619854860026,0.09474420894074931,0.005396679,0.6503817,0.9597213280000167,1.0
Plasma,Macrophage,ADAM10,CADM1,0.16815919,1.0,0.027342513,-0.11371627071734813,-0.1534292750092183,0.0034089317,0.629952,1.0,1.0
Epithelial,Endothelial,COL3A1,ITGA2_ITGB1,0.19747147,1.0,0.038304064,-0.10161761714399759,-1.422291643821367,0.009204643,0.6683136,1.0,1.0
Epithelial,Endothelial,COL4A1,CD47,0.29218817,1.0,0.050792545,-0.2775728479638474,-0.6448887633850915,0.001953641,0.6988157,1.0,1.0
Epithelial,Endothelial,COL4A1,ITGA1_ITGB1,0.25293183,1.0,0.042452343,-0.18939427986061305,-0.5858443348591096,0.0037662836,0.6796102,1.0,1.0
Plasma,Macrophage,ANG,PLXNB2,0.23376784,0.25,0.024400117,-0.0026615257742070297,-0.05532322257298375,0.0078153005,0.6165863,1.0,1.0
Plasma,Macrophage,ANXA1,FPR1,0.21896859,1.0,0.023848427,-0.09064025939572762,-0.7406881999426205,0.00095800863,0.6138794,1.0,1.0
Epithelial,Endothelial,COL4A1,ITGA9_ITGB1,0.1787143,1.0,0.026684463,0.19154240884797116,-0.3374432808545829,0.014447818,0.62710816,1.0,1.0
Epithelial,Endothelial,COL4A2,ITGA2_ITGB1,0.19385777,1.0,0.036686882,-0.025651190666712093,-0.3822397470996429,0.01870586,0.6635154,1.0,1.0
Epithelial,Endothelial,COL4A2,ITGA3_ITGB1,0.17949794,1.0,0.03197804,-0.11735669581789625,-0.4355735085346148,0.009234955,0.6480125,1.0,1.0
Epithelial,Endothelial,COL6A1,ITGA9_ITGB1,0.1797767,1.0,0.027218206,0.07865410512750326,-0.6597435808739938,0.011413156,0.6294208,1.0,1.0
Epithelial,Endothelial,COL4A2,ITGA9_ITGB1,0.20757991,1.0,0.041186612,0.19326633340369645,-0.29320426187875853,0.021613145,0.6763059,1.0,1.0
Epithelial,Endothelial,COL4A2,ITGB5,0.15539081,1.0,0.024072897,-0.30283092283418517,-0.5821345098798079,0.0055535836,0.6149891,1.0,1.0
Epithelial,Endothelial,COL4A5,CD47,0.2632878,1.0,0.023155196,-0.1179361247707185,-0.14008871131012335,0.0052664205,0.61037755,1.0,1.0
Epithelial,Endothelial,COL4A1,ITGA2_ITGB1,0.16499217,1.0,0.023769125,-0.02737511522243738,-0.4264787660754673,0.012504374,0.61348456,1.0,1.0
Plasma,Epithelial,TXLNA,STX3,0.16228881,0.05,0.025427392,0.07219257196613771,-0.007920296583618605,0.005260333,0.62144905,1.0,1.0
Plasma,Epithelial,TXLNA,STX4,0.1803413,1.0,0.03019751,-0.09342273628153808,-0.12255353167902325,0.0040215747,0.6414515,1.0,1.0
Plasma,Epithelial,VEGFA,CD44,0.27637154,1.0,0.030492557,-0.21990481138392365,-0.4153169634664815,0.0014232481,0.6425688,1.0,1.0
Epithelial,Endothelial,COL6A1,ITGA1_ITGB1,0.25399423,1.0,0.043301478,-0.30228258358108095,-0.9081446348785203,0.0029752024,0.68176246,1.0,1.0
Epithelial,Endothelial,COL6A1,ITGA2_ITGB1,0.16605455,1.0,0.024244556,-0.14026341894290528,-0.7487790660948781,0.009877918,0.61583006,1.0,1.0
Epithelial,Endothelial,COL9A2,ITGA1_ITGB1,0.24995083,0.0,0.040069703,0.2827839441613742,0.055653195466675284,0.017497307,0.67328924,0.3032981269526589,1.0
Epithelial,Endothelial,COL9A2,ITGA2_ITGB1,0.16201116,0.0,0.022435082,0.4448031087995499,0.21501876425031752,0.058092512,0.60661435,0.08381371519727493,1.0
Plasma,Epithelial,VEGFA,ITGAV,0.24074759,0.27,0.026064135,-0.0032528967786186747,-0.07082142333584573,0.006168041,0.6243539,1.0,1.0
Plasma,Epithelial,VEGFB,NRP1,0.17911202,1.0,0.02982913,-0.39897834550791067,-0.5610317759107539,0.0013165447,0.6400388,1.0,1.0
CD4T,Stromal_Fib,GPI,AMFR,0.19492546,1.0,0.037985664,-0.05088465528387365,-0.01872646049472068,0.0052689714,0.6673878,1.0,1.0
CD4T,Stromal_Fib,HRAS,INSR,0.25870237,0.0,0.044521976,-0.00496789145108803,0.08589816946441076,0.009749327,0.6847701,0.8507327649279451,1.0
CD4T,Stromal_Fib,ITGB3BP,ITGB5,0.1971318,0.0,0.032697182,0.04478632851177352,0.11981500104369633,0.01323927,0.65054464,0.6291870667461761,1.0
CD4T,Stromal_Fib,LGALS3,ENG,0.48281667,1.0,0.23079745,-0.4691867351470465,-0.856146214914948,0.0044566435,0.83181703,1.0,1.0
CD4T,Stromal_Fib,LGALS3,LAG3,0.25753024,1.0,0.034929983,-0.5012129393518023,-0.8324326625100856,0.0028306935,0.65801543,1.0,1.0
CD4T,Stromal_Fib,LIN7C,ABCA1,0.16310263,0.32,0.024480501,-0.003626095342916233,0.035574700849904856,0.007154445,0.61697495,1.0,1.0
CD4T,Stromal_Fib,LRIG2,EGFR,0.21579294,0.0,0.034514327,0.1612407666995661,0.22660652710510537,0.024256723,0.6566671,0.285386813166256,1.0
Stromal_Fib,Stromal_Fib,LRIG1,EGFR,0.21959746,0.0,0.036991645,0.14932237352452518,0.18772760961822194,0.035477877,0.6644382,0.3114742392597165,1.0
Stromal_Fib,Stromal_Fib,LRIG2,EGFR,0.22389172,0.0,0.03978786,0.18922486337331101,0.22964241596528842,0.027962971,0.6725125,0.23092649419588265,1.0
Stromal_Fib,Stromal_Fib,LTBP1,ITGB5,0.25617802,0.0,0.065248355,0.23054097595783585,0.29456161874871933,0.04886333,0.72449917,0.16792149976029705,1.0
Stromal_Fib,Stromal_Fib,SEMA3C,NRP1_NRP2_PLXND1,0.17217088,0.0,0.028610876,0.04454885651426123,0.07666994266859287,0.013807305,0.6352215,0.6300253400427169,1.0
Stromal_Fib,Stromal_Fib,SEMA4B,DCBLD2,0.2067986,0.0,0.025702953,0.1617741204318311,0.21228891398963737,0.02380114,0.62271607,0.2842308642563094,1.0
Stromal_Fib,Stromal_Fib,SEMA4C,PLXNB2,0.2062057,0.0,0.0341841,0.03651642846724636,0.0362872606185634,0.013128966,0.65558267,0.6634638394138684,1.0
Stromal_Fib,Stromal_Fib,SEMA5A,PLXNA1,0.3344253,0.0,0.047818787,0.3351984144683845,0.5929453483427742,0.07697145,0.6924288,0.07304991988115378,1.0
Stromal_Fib,Stromal_Fib,NCAM1,ROBO1,0.17092317,0.0,0.029079635,0.1976833493091124,0.15607909333918318,0.053601045,0.63710225,0.215261610617355,1.0
Stromal_Fib,Stromal_Fib,NECTIN3,NECTIN2,0.23558134,0.0,0.044508018,0.11460142685348712,0.10954698497805115,0.032393232,0.6847363,0.3956634541371893,1.0
Stromal_Fib,Stromal_Fib,NLGN2,NRXN2,0.18645677,0.0,0.032074023,0.38451194189369375,0.3418339669339271,0.2623732,0.64835423,0.05851709003452131,1.0
Stromal_Fib,Stromal_Fib,NRG2,NRP2,0.21449673,0.0,0.031557895,0.22394155217235284,0.29023399847954323,0.06993938,0.64650273,0.17722426198543834,1.0
Stromal_Fib,Stromal_Fib,PLAU,IGF2R,0.2221508,0.0,0.04373755,0.06565386680674117,0.10220519022827268,0.010900972,0.68284845,0.5471507449873242,1.0
Stromal_Fib,Stromal_Fib,PLAU,ITGA5,0.16090713,0.0,0.025703985,0.06043151894671228,0.1001805261538391,0.014211617,0.62272084,0.5674208904957155,1.0
Stromal_Fib,Stromal_Fib,PLAU,ITGB5,0.21143469,0.0,0.040582128,0.17349891104079745,0.2678508337650061,0.029358014,0.67468536,0.26010845121854287,1.0
Stromal_Fib,Stromal_Fib,NRXN2,NLGN2,0.18645677,0.0,0.032074023,0.38451194189369375,0.3418339669339271,0.2623732,0.64835423,0.05851709003452131,1.0
CD4T,Stromal_Fib,GRN,EGFR,0.21865869,1.0,0.03638036,-0.21418456874494485,-0.4643066544511949,0.0036499687,0.6625781,1.0,1.0
Stromal_Fib,Stromal_Fib,PLAU,PLAUR,0.17131089,0.0,0.028767433,0.06173902935472608,0.086378191662215,0.010903772,0.63585347,0.562397702350205,1.0
Stromal_Fib,Stromal_Fib,PLAU,VLDLR,0.17737176,0.0,0.030552091,0.21917877605924566,0.30763142551814127,0.0550323,0.6427928,0.1831276806577412,1.0
Stromal_Fib,Stromal_Fib,PROS1,TYRO3,0.2628831,0.0,0.06334178,0.3759893280951908,0.41690734647622374,0.1615798,0.7215298,0.05851709003452131,1.0
